ticker,date,entry_time,exit_time,entry_clock,entry_price,exit_price,result,return,volume_ratio
WOLF,2026-03-06,2026-03-06 14:45:00+00:00,2026-03-06 15:05:00+00:00,14:45,17.899999618530273,17.530000686645508,LOSS,-0.020670331830719077,1.4827608430447512
WOLF,2026-03-12,2026-03-12 19:25:00+00:00,2026-03-12 19:55:00+00:00,19:25,17.3799991607666,16.920000076293945,LOSS,-0.026467152283358712,1.5127374356459917
WOLF,2026-03-17,2026-03-17 14:30:00+00:00,2026-03-17 16:55:00+00:00,14:30,17.610000610351562,18.03499984741211,WIN,0.024133970603653618,1.2235027515021362
WOLF,2026-04-10,2026-04-10 14:45:00+00:00,2026-04-10 16:00:00+00:00,14:45,23.719999313354492,23.19499969482422,LOSS,-0.022133205469137416,1.2948158780775492
WOLF,2026-04-13,2026-04-13 17:25:00+00:00,2026-04-13 18:15:00+00:00,17:25,23.15999984741211,23.670000076293945,WIN,0.022020735416318372,2.309577631583252
WOLF,2026-04-14,2026-04-14 13:45:00+00:00,2026-04-14 14:00:00+00:00,13:45,23.739999771118164,24.389999389648438,WIN,0.027379933647727166,1.332771753297117
WOLF,2026-04-17,2026-04-17 15:20:00+00:00,2026-04-17 16:15:00+00:00,15:20,25.56999969482422,26.180099487304688,WIN,0.02385998434735855,1.2324782387849686
WOLF,2026-04-20,2026-04-20 15:05:00+00:00,2026-04-20 18:10:00+00:00,15:05,25.209999084472656,25.7549991607666,WIN,0.021618409206116226,1.6355738502888826
WOLF,2026-04-21,2026-04-21 18:25:00+00:00,2026-04-21 19:30:00+00:00,18:25,26.325000762939453,25.579999923706055,LOSS,-0.028300126026291197,3.0447998009413815
WOLF,2026-04-22,2026-04-22 14:20:00+00:00,2026-04-22 14:40:00+00:00,14:20,26.084999084472656,26.768600463867188,WIN,0.026206685964633655,1.782549200253937
WOLF,2026-04-27,2026-04-27 13:35:00+00:00,2026-04-27 13:45:00+00:00,13:35,30.6299991607666,29.450000762939453,LOSS,-0.03852427130780292,1.4681364746973211
WOLF,2026-04-28,2026-04-28 13:50:00+00:00,2026-04-28 14:10:00+00:00,13:50,27.610000610351562,26.989999771118164,LOSS,-0.022455661916970304,1.5891993276484093
WOLF,2026-04-29,2026-04-29 14:00:00+00:00,2026-04-29 14:15:00+00:00,14:00,26.020000457763672,26.600000381469727,WIN,0.022290542409771488,1.8225889875560914
WOLF,2026-05-05,2026-05-05 13:35:00+00:00,2026-05-05 15:15:00+00:00,13:35,37.65999984741211,38.5099983215332,WIN,0.022570326010755502,2.1221814423714567
WOLF,2026-05-08,2026-05-08 15:55:00+00:00,2026-05-08 16:55:00+00:00,15:55,47.19499969482422,46.11000061035156,LOSS,-0.02298970423749459,2.2262561636964198
